id,latitude,longitude,location,vehicle_number,vehicle_type,description,violation_type,offence_code,created_datetime,closed_datetime,modified_datetime,device_id,created_by_id,center_code,police_station,data_sent_to_scita,junction_name,action_taken_timestamp,data_sent_to_scita_timestamp,updated_vehicle_number,updated_vehicle_type,validation_status,validation_timestamp
FKID280331,12.9915317,77.5884723,"Palace Road, Kalpana Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL170484,SCOOTER,,"[""WRONG PARKING""]",[112],2023-12-26 21:50:46+00,,2023-12-26 21:53:24.894993+00,FKDEV00029,FKUSR00029,11.0,High ground,False,BTP032 - Windsor Circle,,,,,,
FKID124510,12.9944504,77.58956,"Palace Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL104064,SCOOTER,,"[""WRONG PARKING""]",[112],2023-12-19 03:00:46+00,,2023-12-19 03:20:53.149082+00,FKDEV01714,FKUSR01608,11.0,High ground,False,No Junction,,,,,,
FKID203234,12.9766639,77.5798286,"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL165913,PASSENGER AUTO,,"[""DEFECTIVE NUMBER PLATE"",""WRONG PARKING""]","[116,112]",2023-11-23 05:26:46+00,,2023-11-23 06:08:13.294689+00,FKDEV00339,FKUSR00115,3.0,Upparpet,True,BTP044 - Sagar Theatre Junction,,,FKN00GL165913,PASSENGER AUTO,rejected,2023-11-23 22:18:03.398+00
FKID215972,13.0010116,77.5495589,"WOC Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL175418,SCOOTER,,"[""NO PARKING""]",[113],2023-12-31 03:52:46+00,,2023-12-31 03:54:12.135593+00,FKDEV00914,FKUSR00878,19.0,Malleshwaram,True,"BTP026 - 1st Block Junction, Rajajinagar",,,FKN00GL175418,SCOOTER,approved,2024-01-01 23:07:40.118+00
FKID225575,13.0583347,77.5877673,"15th Cross Road, Sterling Park, Kodigehalli, Bengaluru, Karnataka. Pin-560092 (India)",FKN00GL182317,CAR,,"[""WRONG PARKING""]",[112],2024-01-05 07:03:46+00,,2024-01-05 07:13:14.873586+00,FKDEV00021,FKUSR00021,,Kodigehalli,True,No Junction,,,FKN00GL182317,CAR,created1,2024-01-08 02:30:03.876+00
FKID271591,13.07104,77.5878711,"Sahakar Nagar Road, Fortune Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",FKN00GL97783,SCOOTER,,"[""WRONG PARKING""]",[112],2024-01-28 06:00:46+00,,2024-01-28 06:18:18.005588+00,FKDEV00021,FKUSR00021,,Kodigehalli,False,No Junction,,,,,,
FKID216253,12.982395,77.60845,"Commercial Street, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL168191,SCOOTER,,"[""WRONG PARKING""]",[112],2023-12-31 04:13:46+00,,2023-12-31 04:31:03.140365+00,FKDEV01163,FKUSR01111,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,FKN00GL168191,SCOOTER,rejected,2023-12-31 23:05:31.137+00
FKID212422,12.9523676,77.5410365,"Mysore Road, BR Pura, Bengaluru, Karnataka. Pin-560026 (India)",FKN00GL172694,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2023-12-27 01:22:46+00,,2023-12-27 01:28:23.776014+00,FKDEV00197,FKUSR00197,26.0,Byatarayanapura,True,BTP096 - Gali Anjaneya Temple,,,FKN00GL172694,MOTOR CYCLE,approved,2023-12-29 02:01:26.589+00
FKID023207,12.9406444,77.5665594,"5th Main Road, Dhondusa Layout, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",FKN00GL21651,CAR,,"[""WRONG PARKING""]",[112],2024-03-30 04:23:46+00,,2024-03-30 04:36:48.918784+00,FKDEV00688,FKUSR00664,7.0,Basavanagudi,True,No Junction,,2024-04-17 16:20:10.746395+00,,,,
FKID275097,13.0347119,77.5884089,"Bellary Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",FKN00GL138940,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-01-30 23:26:46+00,,2024-01-31 06:46:47.459645+00,FKDEV00430,FKUSR00424,,Kodigehalli,True,No Junction,,,FKN00GL138940,PASSENGER AUTO,approved,2024-02-02 03:14:20.959+00
FKID026454,13.0036782,77.5692136,"13th Cross Road, Paresh Apartment, Kadumalleshwara, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL24424,CAR,,"[""WRONG PARKING""]",[112],2024-02-07 01:34:46+00,,2024-02-07 05:27:46.024921+00,FKDEV00138,FKUSR00138,19.0,Malleshwaram,True,No Junction,,,,,,
FKID146825,12.9729655,77.6008035,"State Bank of India Road, Saint Marks Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL122314,CAR,,"[""NO PARKING""]",[113],2023-11-11 23:40:46+00,,2023-11-11 23:47:40.145449+00,FKDEV01472,FKUSR00142,2.0,Cubbon Park,True,No Junction,,,FKN00GL122314,CAR,approved,2023-11-17 05:09:52.374+00
FKID187901,12.9953747,77.5714,"Sri Venkataranga Ayangar Road, Shivanandappa Layout, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL154281,CAR,,"[""WRONG PARKING""]",[112],2023-12-19 01:26:46+00,,2023-12-20 01:40:11.768055+00,FKDEV00655,FKUSR00635,19.0,Malleshwaram,True,No Junction,,,FKN00GL154281,CAR,approved,2023-12-21 01:08:39.092+00
FKID031784,13.0997245,77.588699,"3rd A Cross Road, East Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",FKN00GL29022,SCOOTER,,"[""NO PARKING""]",[113],2024-02-09 05:00:46+00,,2024-02-09 05:01:45.469544+00,FKDEV00540,FKUSR00529,36.0,Yelahanka,True,No Junction,,,FKN00GL29022,SCOOTER,rejected,2024-02-12 00:13:02.571+00
FKID205292,12.9263107,77.608941,"Thavarekere Main Road, Brindavan Nagar, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",FKN00GL20548,MAXI-CAB,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2023-11-27 05:06:46+00,,2023-11-27 06:19:19.225344+00,FKDEV00092,FKUSR00092,31.0,Mico Layout,True,No Junction,,,FKN00GL20548,MAXI-CAB,approved,2023-11-27 19:32:13.819+00
FKID091916,12.9610465,77.5590401,"Mysore Road, Kaniyar Colony, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",FKN00GL78669,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2023-12-09 21:12:46+00,,2023-12-09 21:19:59.185924+00,FKDEV00148,FKUSR00148,27.0,Chamarajpet,False,BTP091 - Sirsi Circle,,,,,,
FKID081269,12.9714711,77.6181053,"Midford Garden Lane, Craig Park Layout, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL48782,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-03-01 03:39:46+00,,2024-03-01 03:42:13.587901+00,FKDEV00568,FKUSR00556,17.0,Halasur,True,No Junction,,,,,,
FKID155485,12.97371,77.6142456,"Mahatma Gandhi Road, WEBBS Circle Junction, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL129276,PASSENGER AUTO,,"[""NO PARKING""]",[113],2023-11-15 03:00:46+00,,2023-11-15 05:25:03.202155+00,FKDEV00159,FKUSR00159,17.0,Halasur,True,No Junction,,,FKN00GL129276,PASSENGER AUTO,approved,2023-11-16 23:30:24.386+00
FKID034458,12.9971687,77.5684781,"5th Cross Road, Subhash Nagar, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL31341,CAR,,"[""WRONG PARKING""]",[112],2024-02-10 05:09:46+00,,2024-02-10 06:43:31.985621+00,FKDEV00138,FKUSR00138,19.0,Malleshwaram,True,No Junction,,,,,,
FKID086243,12.9873186,77.6196035,"Professor K Venkatachalam Circle, Venkatachalam Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL74160,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-03 04:31:46+00,,2024-03-03 04:33:57.18677+00,FKDEV01819,FKUSR00304,14.0,Pulikeshinagar(F.Town),True,No Junction,,,,,,
FKID267171,13.0080653,77.6953523,"KR Puram Vegetable Market, Old Madras Road, KR Puram, K.R Pura, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560036, India",FKN00GL211507,SCOOTER,,"[""NO PARKING""]",[113],2023-11-14 08:32:46+00,,2023-11-14 08:36:28.580051+00,FKDEV01129,FKUSR01077,15.0,K.R. Pura,False,No Junction,,,,,,
FKID195990,12.9918585,77.5886097,"Palace Road, Thulasi Thottam, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL160574,CAR,,"[""WRONG PARKING"",""PARKING IN A MAIN ROAD""]","[112,107]",2023-12-21 19:57:46+00,,2023-12-21 20:08:36.029226+00,FKDEV02706,FKUSR02397,11.0,High ground,True,BTP032 - Windsor Circle,,,FKN00GL160574,CAR,approved,2023-12-21 20:16:59.454+00
FKID059298,12.9260118,77.6767582,"Outer Ring Road, Bellandur Circle, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL52351,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-04-04 04:04:46+00,,2024-04-04 04:05:16.282129+00,FKDEV00039,FKUSR00039,82.0,Bellandur,False,No Junction,,,,,,
FKID039603,12.9770923,77.5763623,"Y Ramachandra Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL35873,SCOOTER,,"[""NO PARKING""]",[113],2024-02-13 05:36:46+00,,2024-02-13 05:38:59.738763+00,FKDEV00126,FKUSR00126,3.0,Upparpet,True,BTP040 - Elite Junction,,,,,,
FKID229644,12.9805743,77.6074232,"Main Guard Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL185243,CAR,,"[""NO PARKING""]",[113],2024-01-08 04:45:46+00,,2024-01-08 04:58:18.451854+00,FKDEV00149,FKUSR00149,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,FKN00GL185243,CAR,created1,2024-01-08 12:40:51.625+00
FKID003019,12.97608,77.5773683,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL3008,SCOOTER,,"[""NO PARKING""]",[113],2024-03-27 02:10:46+00,,2024-03-28 01:03:33.235107+00,FKDEV00126,FKUSR00126,3.0,Upparpet,False,BTP040 - Elite Junction,,,,,,
FKID136868,12.9784514,77.5733971,"Major T Ramachandrappa Road, AT Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL111268,CAR,,"[""WRONG PARKING""]",[112],2023-11-30 06:14:46+00,,2023-12-02 07:59:22.591211+00,FKDEV00645,FKUSR00625,3.0,Upparpet,True,BTP057 - Anand Rao Junction,,,FKN00GL111268,CAR,approved,2023-12-03 01:45:04.376+00
FKID085797,12.9806182,77.6029184,"Central Street, Prestige Central, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL73811,CAR,,"[""WRONG PARKING""]",[112],2024-03-02 12:02:46+00,,2024-03-03 01:54:15.155502+00,FKDEV00160,FKUSR00160,16.0,Shivajinagar,True,BTP211 - Central Street Junction,,,,,,
FKID268605,12.9646536,77.5764656,"Mysore Road, Sri Krishna Rajendra Market, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL212593,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-01-25 20:37:46+00,,2024-01-25 20:45:40.204569+00,FKDEV00152,FKUSR00152,28.0,City Market,True,BTP082 - KR Market Junction,,,FKN00GL212593,MOTOR CYCLE,approved,2024-01-26 23:32:15.001+00
FKID021682,12.9673656,77.5742726,"AS Char Main Road, Sultanpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL20317,LGV,,"[""WRONG PARKING""]",[112],2024-03-29 21:27:46+00,,2024-03-29 21:39:43.674021+00,FKDEV00474,FKUSR00101,27.0,Chamarajpet,True,"BTP083 - AS Char Street, Mysore Road",,2024-04-16 19:31:03.013932+00,,,,
FKID262539,12.9819799,77.6073381,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL208412,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-01-14 06:50:46+00,,2024-01-14 07:50:52.531412+00,FKDEV00763,FKUSR00180,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,FKN00GL208412,MOTOR CYCLE,approved,2024-01-14 22:13:18.218+00
FKID231960,12.9754706,77.5763506,"Kempegowda Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL186936,MOPED,,"[""WRONG PARKING""]",[112],2024-01-08 04:49:46+00,,2024-01-08 04:51:29.992687+00,FKDEV00300,FKUSR00299,3.0,Upparpet,True,BTP040 - Elite Junction,,,FKN00GL186936,MOPED,created1,2024-01-08 12:38:04.912+00
FKID297785,13.0005383,77.55046,"19th Main Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL232608,CAR,,"[""NO PARKING""]",[113],2023-11-19 00:14:46+00,,2023-11-19 00:17:57.357549+00,FKDEV00270,FKUSR00269,19.0,Malleshwaram,True,"BTP182 - 19th Main Junction, Rajajinagar",,,FKN00GL232608,CAR,approved,2023-11-21 02:13:48.267+00
FKID141623,13.0054051,77.5696087,"15th Cross Road, Malleshwara Extension, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL118004,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2023-12-05 01:33:46+00,,2023-12-05 01:34:28.251372+00,FKDEV00655,FKUSR00635,19.0,Malleshwaram,True,No Junction,,,FKN00GL118004,MOTOR CYCLE,approved,2023-12-07 00:22:45.248+00
FKID085262,13.057927673450967,77.59344274172567,"Bellary Road, Kodigehalli Gate Junction, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",FKN00GL73394,CAR,,"[""WRONG PARKING""]",[112],2024-04-07 04:57:46+00,,2024-04-07 05:22:06.11464+00,FKDEV00254,FKUSR00253,,Kodigehalli,False,No Junction,,,,,,
FKID112415,13.0132438,77.5543248,"Chord Road, World Trade Centre, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL15235,CAR,,"[""WRONG PARKING""]",[112],2024-03-19 07:52:46+00,,2024-03-19 09:21:55.628869+00,FKDEV00502,FKUSR00493,19.0,Malleshwaram,True,No Junction,,2024-04-06 19:02:09.803873+00,,,,
FKID164344,12.9941307,77.589367,"Palace Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL136027,SCOOTER,,"[""WRONG PARKING""]",[112],2023-12-26 21:40:46+00,,2023-12-26 21:42:16.977023+00,FKDEV00029,FKUSR00029,11.0,High ground,False,BTP032 - Windsor Circle,,,,,,
FKID246369,12.9975085,77.5479316,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL197169,CAR,,"[""WRONG PARKING""]",[112],2024-01-15 02:25:46+00,,2024-01-15 03:12:58.303812+00,FKDEV00848,FKUSR00819,30.0,Vijayanagara,True,BTP205 - Modi Hospital Junction,,,FKN00GL197169,CAR,approved,2024-01-16 05:53:44.325+00
FKID287259,12.9896964,77.5506959,"Chord Road, Shivanahalli Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL103735,CAR,,"[""WRONG PARKING""]",[112],2023-12-25 21:34:46+00,,2023-12-25 22:12:10.122156+00,FKDEV00848,FKUSR00819,6.0,Rajajinagar,True,"BTP170 - Dr. Bheem Rao Palace, Chord Road",,,FKN00GL103735,CAR,approved,2023-12-26 23:30:48.493+00
FKID038523,13.0945,77.5941877,"Yelahanka Road, Nyayanga Badavane, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560065, India",FKN00GL34957,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2023-11-30 23:56:46+00,,2023-12-01 00:14:01.500843+00,FKDEV00445,FKUSR00439,36.0,Yelahanka,False,No Junction,,,,,,
FKID272150,12.9867707,77.608504,"Seppings Road, Brahma Kumari Jagdamba Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",FKN00GL215091,SCOOTER,,"[""NO PARKING""]",[113],2024-03-24 06:38:46+00,,2024-03-25 21:10:29.238484+00,FKDEV00564,FKUSR00552,14.0,Pulikeshinagar(F.Town),True,No Junction,,2024-04-12 00:09:15.02243+00,,,,
FKID072411,12.9735113,77.5786704,"2nd Cross Road, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL63030,CAR,,"[""NO PARKING""]",[113],2024-02-26 02:48:46+00,,2024-02-26 03:46:36.265647+00,FKDEV00193,FKUSR00193,3.0,Upparpet,True,BTP044 - Sagar Theatre Junction,,,,,,
FKID293132,12.9273142,77.6796795,"Outer Ring Road, Citilights Liberty Apartment, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL229458,MAXI-CAB,,"[""WRONG PARKING""]",[112],2024-03-11 22:02:46+00,,2024-03-13 20:16:47.287451+00,FKDEV00983,FKUSR00943,82.0,Bellandur,True,No Junction,,2024-03-30 21:04:01.141046+00,FKN00GL229458,MAXI-CAB,approved,2024-04-06 00:31:10.025+00
FKID065451,12.9295642,77.5806519,"5th Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL57303,SCOOTER,,"[""NO PARKING""]",[113],2024-04-05 03:02:46+00,,2024-04-05 03:26:11.288946+00,FKDEV00133,FKUSR00133,25.0,Jayanagara,False,"BTP188 - 27th Cross, 4th Main, Jayanagar",,,,,,
FKID117591,12.9351279,77.6903423,"Kariyammana Agrahara Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL98538,SCOOTER,,"[""WRONG PARKING""]",[112],2024-02-12 21:48:46+00,,2024-02-12 21:50:54.047605+00,FKDEV00049,FKUSR00049,13.0,HAL Old Airport,True,No Junction,,,FKN00GL98538,SCOOTER,rejected,2024-02-19 02:00:09.211+00
FKID171740,12.9315297,77.5860353,"11th Main Road, Geetha Colony, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL141882,CAR,,"[""NO PARKING""]",[113],2023-12-09 04:56:46+00,,2023-12-09 06:49:56.48548+00,FKDEV00542,FKUSR00506,25.0,Jayanagara,True,BTP219 - Canara Bank Junction,,,FKN00GL141882,CAR,approved,2023-12-10 00:47:42.898+00
FKID280630,13.0679042,77.6303152,"80 Feet Road, Shirdi Sai Rathan Layout, Hegde Nagar, Bengaluru, Karnataka. Pin-560077 (India)",FKN00GL220833,LGV,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2023-12-10 01:36:46+00,,2023-12-10 04:43:11.731464+00,FKDEV00282,FKUSR00281,81.0,Hennuru,True,No Junction,,,FKN00GL220833,LGV,approved,2023-12-10 22:41:39.79+00
FKID297995,12.9951393,77.6978466,"Whitefield Road, Muthukurappa Colony, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",FKN00GL232743,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2023-11-27 05:48:46+00,,2023-11-27 05:57:49.754874+00,FKDEV00677,FKUSR00655,84.0,Mahadevapura,True,No Junction,,,FKN00GL232743,SCOOTER,approved,2023-11-30 01:33:48.328+00
FKID259777,12.9817437,77.6144109,"Gangadhara Chetty Road, Neelkanta Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL206413,CAR,,"[""NO PARKING""]",[113],2024-01-23 07:05:46+00,,2024-01-23 07:07:31.297681+00,FKDEV00669,FKUSR00647,16.0,Shivajinagar,True,No Junction,,,FKN00GL206413,CAR,approved,2024-01-24 23:03:44.269+00
FKID208197,13.02812,77.5722983,"80 Feet Road, KGE Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",FKN00GL169610,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2023-12-27 04:06:46+00,,2023-12-27 04:15:56.830451+00,FKDEV00209,FKUSR00209,10.0,Sadashivanagar,True,No Junction,,,FKN00GL169610,MOTOR CYCLE,approved,2023-12-27 20:39:04.886+00
FKID104837,13.0059607,77.6862197,"MBT Road, SM Layout, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",FKN00GL88885,SCOOTER,,"[""NO PARKING""]",[113],2024-03-12 20:55:46+00,,2024-03-13 04:09:59.084648+00,FKDEV00025,FKUSR00025,15.0,K.R. Pura,True,No Junction,,2024-03-30 18:26:42.176742+00,FKN00GL88885,SCOOTER,approved,2024-04-04 05:08:33.41+00
FKID163740,12.9518217,77.7175005,"Vibgyor High School Road, Samhita Rainbow MTB Apartment, Green Garden Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL135573,PASSENGER AUTO,,"[""WRONG PARKING"",""DEFECTIVE NUMBER PLATE""]","[112,116]",2023-11-18 19:43:46+00,,2023-11-18 20:17:13.567279+00,FKDEV00176,FKUSR00176,39.0,Whitefield,True,No Junction,,,FKN00GL135573,PASSENGER AUTO,approved,2023-11-18 21:07:33.253+00
FKID059634,13.0080908,77.695376,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL52633,SCOOTER,,"[""NO PARKING""]",[113],2024-02-21 06:29:46+00,,2024-02-21 06:53:08.024679+00,FKDEV00025,FKUSR00025,15.0,K.R. Pura,True,No Junction,,,,,,
FKID088470,12.918444,77.5597401,"MK Puttalingaiah Main Road, BT Somanna Circle, Padmanabhanagar, Bengaluru, Karnataka. Pin-560070 (India)",FKN00GL75953,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-04 07:09:46+00,,2024-03-04 07:15:07.210002+00,FKDEV00886,FKUSR00851,23.0,Banashankari,True,BTP158 - Devegowda Petrol Bunk,,,,,,
FKID027904,12.9857404,77.5558178,"10th Main Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL25646,CAR,,"[""WRONG PARKING""]",[112],2024-03-28 07:04:46+00,,2024-03-30 02:21:37.688706+00,FKDEV00077,FKUSR00077,6.0,Rajajinagar,True,BTP061 - Bhashyam Circle,,2024-04-17 01:34:42.417348+00,,,,
FKID276231,13.0093936,77.5491685,"Da Ra Bendre Road, Block 1R, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL217835,MAXI-CAB,,"[""NO PARKING""]",[113],2024-01-30 20:32:46+00,,2024-01-30 20:39:54.739642+00,FKDEV00502,FKUSR00493,19.0,Malleshwaram,True,BTP023 - Mahalaxmi Layout Entrance,,,FKN00GL217835,MAXI-CAB,approved,2024-02-04 22:33:50.793+00
FKID258483,12.8987096,77.6754616,"Amrutha College Road, Rochea, Owners Court Layout, Kasavanahalli, Bengaluru, Karnataka. Pin-560035 (India)",FKN00GL205514,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-01-22 08:10:46+00,,2024-01-22 08:21:02.103451+00,FKDEV00015,FKUSR00015,82.0,Bellandur,True,No Junction,,,FKN00GL205514,MOTOR CYCLE,approved,2024-01-23 22:38:53.916+00
FKID070088,13.007058,77.5711667,"Sri Venkataranga Ayangar Road, Ranganathapura, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL61011,CAR,,"[""WRONG PARKING""]",[112],2024-02-25 02:13:46+00,,2024-02-25 02:21:12.13047+00,FKDEV00342,FKUSR00105,19.0,Malleshwaram,True,No Junction,,,,,,
FKID056319,12.9876174,77.7345844,"Whitefield Road, Sadaramangala Industrial Area, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",FKN00GL49852,MOTOR CYCLE,,"[""PARKING ON FOOTPATH"",""DOUBLE PARKING"",""WRONG PARKING"",""NO PARKING""]","[105,109,112,113]",2024-02-16 21:38:46+00,,2024-02-20 03:57:03.142665+00,FKDEV00648,FKUSR00628,39.0,Whitefield,True,No Junction,,,,,,
FKID277064,12.9734844,77.5512164,"1st Cross Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL35917,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-03-04 00:56:46+00,,2024-03-04 02:31:51.704238+00,FKDEV00381,FKUSR00378,29.0,Magadi Road,True,"BTP070 - Cholurpalya Junction, Magadi Road",,,FKN00GL35917,MOTOR CYCLE,approved,2024-03-30 00:12:31.243+00
FKID070220,12.9784567,77.5433555,"G Narayana Kumar Road, Jai Maniurao Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL61133,SCOOTER,,"[""WRONG PARKING""]",[112],2024-02-19 21:36:46+00,,2024-02-19 21:59:42.496129+00,FKDEV01149,FKUSR01097,29.0,Magadi Road,True,BTP067 - Jai Muni Rao Circle,,,,,,
FKID282669,12.9648979,77.5387672,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL222199,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-25 05:55:46+00,,2023-11-25 05:59:29.228089+00,FKDEV00094,FKUSR00095,30.0,Vijayanagara,True,"BTP016 - 5th Main Road, RPC Layout",,,FKN00GL222199,SCOOTER,approved,2023-11-25 22:31:18.148+00
FKID106510,12.908416,77.6020338,,FKN00GL74416,SCOOTER,,"[""NO PARKING""]",[113],2024-03-22 05:21:46+00,,2024-03-22 05:37:47.445264+00,FKDEV01580,FKUSR01493,31.0,Mico Layout,True,BTP130 - GD Mara Junction,,2024-04-09 01:52:51.469342+00,,,,
FKID150633,12.9852917,77.5530995,"Vatal Nagaraj Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL19794,SCOOTER,,"[""NO PARKING""]",[113],2023-11-13 02:19:46+00,,2023-11-13 03:30:16.409101+00,FKDEV00839,FKUSR00809,6.0,Rajajinagar,True,BTP061 - Bhashyam Circle,,,FKN00GL19794,SCOOTER,approved,2023-11-15 23:46:56.777+00
FKID269519,12.9836321,77.6034706,"Central Street, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL158339,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-01-26 06:40:46+00,,2024-01-26 06:58:03.760226+00,FKDEV00394,FKUSR00390,16.0,Shivajinagar,True,BTP211 - Central Street Junction,,,FKN00GL158339,PASSENGER AUTO,approved,2024-01-29 00:12:49.569+00
FKID198314,12.9920518,77.5884539,"Palace Road, Thulasi Thottam, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL22956,SCOOTER,,"[""WRONG PARKING""]",[112],2023-12-20 22:59:46+00,,2023-12-20 23:07:21.466256+00,FKDEV02749,FKUSR00599,11.0,High ground,True,BTP032 - Windsor Circle,,,FKN00GL22956,SCOOTER,approved,2023-12-22 02:46:08.638+00
